gene_id	gene_name
FBgn0053408	5SrRNA:CR33408
FBgn0053407	5SrRNA:CR33407
FBgn0053406	5SrRNA:CR33406
FBgn0053405	5SrRNA:CR33405
FBgn0053404	5SrRNA:CR33404
FBgn0053403	5SrRNA:CR33403
FBgn0053402	5SrRNA:CR33402
FBgn0053401	5SrRNA:CR33401
FBgn0053400	5SrRNA:CR33400
FBgn0053399	5SrRNA:CR33399
FBgn0053398	5SrRNA:CR33398
FBgn0053397	5SrRNA:CR33397
FBgn0053396	5SrRNA:CR33396
FBgn0053395	5SrRNA:CR33395
FBgn0053394	5SrRNA:CR33394
FBgn0053393	5SrRNA:CR33393
FBgn0053392	5SrRNA:CR33392
FBgn0053391	5SrRNA:CR33391
FBgn0053390	5SrRNA:CR33390
FBgn0053389	5SrRNA:CR33389
FBgn0053388	5SrRNA:CR33388
FBgn0053387	5SrRNA:CR33387
FBgn0053386	5SrRNA:CR33386
FBgn0053385	5SrRNA:CR33385
FBgn0053384	5SrRNA:CR33384
FBgn0053383	5SrRNA:CR33383
FBgn0053382	5SrRNA:CR33382
FBgn0053381	5SrRNA:CR33381
FBgn0053380	5SrRNA:CR33380
FBgn0053379	5SrRNA:CR33379
FBgn0053378	5SrRNA:CR33378
FBgn0053377	5SrRNA:CR33377
FBgn0053376	5SrRNA:CR33376
FBgn0053375	5SrRNA:CR33375
FBgn0053374	5SrRNA:CR33374
FBgn0053373	5SrRNA:CR33373
FBgn0053372	5SrRNA:CR33372
FBgn0053371	5SrRNA-Psi:CR33371
FBgn0053370	5SrRNA:CR33370
FBgn0053369	5SrRNA:CR33369
FBgn0053368	5SrRNA:CR33368
FBgn0053367	5SrRNA:CR33367
FBgn0053366	5SrRNA:CR33366
FBgn0053365	5SrRNA:CR33365
FBgn0053364	5SrRNA:CR33364
FBgn0053363	5SrRNA-Psi:CR33363
FBgn0053362	5SrRNA:CR33362
FBgn0053361	5SrRNA:CR33361
FBgn0053360	5SrRNA:CR33360
FBgn0053359	5SrRNA:CR33359
FBgn0053358	5SrRNA:CR33358
FBgn0053357	5SrRNA:CR33357
FBgn0053356	5SrRNA-Psi:CR33356
FBgn0053355	5SrRNA:CR33355
FBgn0053354	5SrRNA:CR33354
FBgn0053353	5SrRNA:CR33353
FBgn0034473	Or56a
FBgn0034474	Obp56g
FBgn0266766	lncRNA:CR45231
FBgn0011897	tRNA:Lys-CTT-1-11
FBgn0034475	Obp56h
FBgn0034476	Toll-7
FBgn0265762	CG44569
FBgn0265763	lncRNA:CR44570
FBgn0265764	lncRNA:CR44571
FBgn0043532	Obp56i
FBgn0265653	lncRNA:CR44460
FBgn0034477	CG13872
FBgn0265765	lncRNA:CR44572
FBgn0265766	lncRNA:CR44573
FBgn0265837	lncRNA:CR44626
FBgn0265838	lncRNA:CR44627
FBgn0263340	lncRNA:CR43421
FBgn0262824	CG43195
FBgn0261580	CG42690
FBgn0261581	CG42691
FBgn0050447	CG30447
FBgn0034478	CG10822
FBgn0265833	CG44622
FBgn0265834	CG44623
FBgn0034479	CG8654
FBgn0050212	tRNA:Arg-CCT-1-2
FBgn0053538	tRNA:Arg-CCT-1-3
FBgn0034480	CG16898
FBgn0265839	lncRNA:CR44628
FBgn0265840	lncRNA:CR44629
FBgn0265841	lncRNA:CR44630
FBgn0265842	lncRNA:CR44631
FBgn0265843	lncRNA:CR44632
FBgn0265844	lncRNA:CR44633
FBgn0004364	18w
FBgn0265845	lncRNA:CR44634
FBgn0265846	lncRNA:CR44635
FBgn0265847	lncRNA:CR44636
FBgn0034481	CG11041
FBgn0266764	lncRNA:CR45229
FBgn0034483	CG16894
FBgn0266972	lncRNA:CR45423
FBgn0011869	tRNA:Gly-GCC-1-10
FBgn0034484	CG11044
FBgn0011870	tRNA:Gly-GCC-1-11
FBgn0265835	CG44624
FBgn0265836	CG44625
FBgn0034485	CG11099
FBgn0034486	CG13869
FBgn0034487	Efhc1.2
FBgn0034488	Hacl
FBgn0034489	ppk6
FBgn0034490	CG9864
FBgn0025720	Ate1
FBgn0034491	Hsl
FBgn0005655	PCNA
FBgn0003114	plu
FBgn0010411	RpS18
FBgn0264360	asRNA:CR43812
FBgn0034493	CG8908
FBgn0034494	CG10444
FBgn0034495	CG11788
FBgn0034496	CG9143
FBgn0034497	Mpcp1
FBgn0034498	CG16868
FBgn0085228	CG34199
FBgn0034499	Cpr56F
FBgn0026136	CkIIbeta2
FBgn0265849	lncRNA:CR44638
FBgn0265850	lncRNA:CR44639
FBgn0265851	lncRNA:CR44640
FBgn0265852	lncRNA:CR44641
FBgn0034500	CG11200
FBgn0034501	CG13868
FBgn0265853	lncRNA:CR44642
FBgn0034502	CG13871
FBgn0027529	tapas
FBgn0034503	MED8
FBgn0034504	CG8929
FBgn0034505	CG16739
FBgn0034506	CG13870
FBgn0042198	CG16741
FBgn0034507	CG11192
FBgn0086604	side-VIII
FBgn0265854	lncRNA:CR44643
FBgn0034509	Obp57c
FBgn0043534	Obp57b
FBgn0043535	Obp57a
FBgn0265855	lncRNA:CR44644
FBgn0265856	lncRNA:CR44645
FBgn0265857	lncRNA:CR44646
FBgn0265858	lncRNA:CR44647
FBgn0265859	lncRNA:CR44648
FBgn0265860	lncRNA:CR44649
FBgn0034510	CG13426
FBgn0265861	lncRNA:CR44650
FBgn0034511	GNBP-like3
FBgn0050151	CG30151
FBgn0265862	lncRNA:CR44651
FBgn0050154	CG30154
FBgn0034512	CG18067
FBgn0034513	CG13423
FBgn0034514	CG13427
FBgn0034515	CG13428
FBgn0265863	lncRNA:CR44652
FBgn0050148	CG30148
FBgn0050145	Obp57e
FBgn0034517	Cpr57A
FBgn0043536	Obp57d
FBgn0034518	CG13430
FBgn0034519	BORCS7
FBgn0034520	lms
FBgn0034521	Mgat1
FBgn0265864	asRNA:CR44653
FBgn0263000	CG43308
FBgn0028622	qsm
FBgn0262436	mir-310
FBgn0262402	mir-311
FBgn0262450	mir-312
FBgn0262441	mir-313
FBgn0262211	mir-2498
FBgn0262227	mir-991
FBgn0262334	mir-992
FBgn0034523	Nnf1a
FBgn0267791	HnRNP-K
FBgn0262370	mir-7
FBgn0050147	Hil
FBgn0034527	CG9945
FBgn0034528	CG11180
FBgn0034529	FAM21
FBgn0034530	Rcd6
FBgn0250850	rig
FBgn0034532	CG13436
FBgn0034534	maf-S
FBgn0034535	CG11110
FBgn0061362	CG33785
FBgn0061361	CG33786
FBgn0034537	DMAP1
FBgn0034540	Lrt
FBgn0034538	CG16799
FBgn0034539	CG11159
FBgn0050155	tRNA:Trp-CCA-1-1
FBgn0050211	tRNA:Trp-CCA-1-2
FBgn0034541	CG13437
FBgn0034542	Fem-1
FBgn0000615	exu
FBgn0034543	galla-1
FBgn0041240	Gr57a
FBgn0265870	CR44659
FBgn0034545	CG13438
FBgn0040726	dpr1
FBgn0265871	lncRNA:CR44660
FBgn0034546	CG13442
FBgn0085230	CG34201
FBgn0085231	CG34202
FBgn0265876	lncRNA:CR44665
FBgn0034548	CG13443
FBgn0263848	CG43709
FBgn0263849	CG43710
FBgn0263850	CG43711
FBgn0265877	CG44666
FBgn0263741	CG43666
FBgn0263742	CG43667
FBgn0263760	CG43677
FBgn0263743	CG43668
FBgn0034551	CG15225
FBgn0011674	insc
FBgn0016984	sktl
FBgn0265878	lncRNA:CR44667
FBgn0034552	CG17999
FBgn0034553	CG9993
FBgn0034554	CAH14
FBgn0040653	IM4
FBgn0067905	IM14
FBgn0050295	Ipk1
FBgn0034558	Cib2
FBgn0015524	otp
FBgn0262690	asRNA:CR43160
FBgn0034560	CAH15
FBgn0020617	Rx
FBgn0000044	Act57B
FBgn0065059	snoRNA:660
FBgn0053704	CG33704
FBgn0008636	hbn
FBgn0034563	CG15649
FBgn0083951	CG34115
FBgn0034564	CG9344
FBgn0034565	CG15650
FBgn0034566	CG9313
FBgn0034567	CG15651
FBgn0034568	CG3216
FBgn0034569	dgt3
FBgn0261394	Prosalpha3
FBgn0034570	CG10543
FBgn0050291	CG30291
FBgn0001133	grau
FBgn0034572	CG9346
FBgn0034573	CG3295
FBgn0050296	RIC-3
FBgn0034576	ND-B14.7
FBgn0266641	lncRNA:CR45148
FBgn0003391	shg
FBgn0034577	cpa
FBgn0034578	CG15653
FBgn0034579	mRpL54
FBgn0034580	Cht8
FBgn0050293	Cht12
FBgn0022700	Cht4
FBgn0034582	Cht9
FBgn0265914	asRNA:CR44703
FBgn0034583	CG10527
FBgn0265915	asRNA:CR44704
FBgn0003748	Treh
FBgn0034585	Rbpn-5
FBgn0085425	CG34396
FBgn0011824	CG4038
FBgn0015721	ktub
FBgn0034588	CG9394
FBgn0020312	Tmtc3
FBgn0002736	mago
FBgn0034590	Magi
FBgn0034592	CG9406
FBgn0021872	Xbp1
FBgn0026582	Hmg-2
FBgn0034595	CG15657
FBgn0050389	CG30389
FBgn0050206	tRNA:Trp-CCA-2-3
FBgn0011871	tRNA:Gly-GCC-1-12
FBgn0050208	tRNA:Trp-CCA-2-4
FBgn0034598	CG4266
FBgn0034599	hng1
FBgn0261067	LSm1
FBgn0261850	Xpd
FBgn0003162	Pu
FBgn0034601	CG4286
FBgn0053539	tRNA:Trp-CCA-2-5
FBgn0050209	tRNA:Trp-CCA-2-6
FBgn0011872	tRNA:Gly-GCC-1-13
FBgn0003891	tud
FBgn0034602	Lapsyn
FBgn0265180	CG44245
FBgn0265191	Gyg
FBgn0027073	Ugt49B1
FBgn0034605	Ugt49C1
FBgn0034606	ASPP
FBgn0085426	Rgk3
FBgn0050391	CG30391
FBgn0050393	CG30393
FBgn0085232	CG34203
FBgn0034611	MFS16
FBgn0034612	CG10505
FBgn0050392	CG30392
FBgn0050390	Sgf29
FBgn0016726	RpL29
FBgn0034614	CG9752
FBgn0261554	CG42672
FBgn0265937	asRNA:CR44724
FBgn0266642	asRNA:CR45149
FBgn0034617	Panx
FBgn0034618	CG9485
FBgn0250824	CG33655
FBgn0050394	CG30394
FBgn0020306	dom
FBgn0086023	snoRNA:Me28S-A2589a
FBgn0082972	snoRNA:Psi28S-3316a
FBgn0082971	snoRNA:Psi28S-3316b
FBgn0086669	snoRNA:Psi18S-841a
FBgn0086024	snoRNA:Me28S-A2589b
FBgn0082963	snoRNA:Psi28S-3378
FBgn0082970	snoRNA:Psi28S-3316c
FBgn0083018	snoRNA:Psi18S-841b
FBgn0082969	snoRNA:Psi28S-3316d
FBgn0083017	snoRNA:Psi18S-841c
FBgn0082968	snoRNA:Psi28S-3316e
FBgn0083016	snoRNA:Psi18S-841d
FBgn0086025	snoRNA:Me28S-A2589c
FBgn0083046	snoRNA:Psi18S-1389a
FBgn0083045	snoRNA:Psi18S-1389b
FBgn0086026	snoRNA:Me28S-G2596
FBgn0065102	snmRNA:184
FBgn0034622	BBS9
FBgn0034623	CG9822
FBgn0034624	CG17974
FBgn0000395	cv-2
FBgn0034626	CG10795
FBgn0034627	eEFSec
FBgn0034628	Acox57D-p
FBgn0034629	Acox57D-d
FBgn0010415	Sdc
FBgn0026369	Sara
FBgn0010470	Fkbp14
FBgn0286873	CG46395
FBgn0034631	TAF1C-like
FBgn0043070	MESK2
FBgn0034634	CG10494
FBgn0050288	CG30288
FBgn0050289	CG30289
FBgn0003731	Egfr
FBgn0265938	lncRNA:CR44725
FBgn0050286	CG30286
FBgn0050287	CG30287
FBgn0069056	CG33226
FBgn0260477	CG30283
FBgn0034636	twz
FBgn0050222	CG30222
FBgn0053225	CG33225
FBgn0266643	lncRNA:CR45150
FBgn0034638	CG10433
FBgn0262888	asRNA:CR43243
FBgn0034639	CG15673
FBgn0042180	CG18870
FBgn0000326	clt
FBgn0016641	PTP-ER
FBgn0034641	mahj
FBgn0260720	asRNA:CR42547
FBgn0034642	CG15674
FBgn0034643	CG10321
FBgn0034644	CG10082
FBgn0050284	CG30284
FBgn0264327	asRNA:CR43786
FBgn0034645	ND-B12
FBgn0034646	Rae1
FBgn0034647	pirk
FBgn0265961	lncRNA:CR44748
FBgn0259708	CG42362
FBgn0259709	CG42363
FBgn0259710	CG42364
FBgn0259711	CG42365
FBgn0034649	PIG-M
FBgn0259726	CG42380
FBgn0259725	CG42379
FBgn0259727	CG42381
FBgn0034650	NC2alpha
FBgn0034651	CG15676
FBgn0050263	stum
FBgn0034654	eIF3k
FBgn0003687	Tbp
FBgn0050285	CG30285
FBgn0034655	CG10307
FBgn0027360	Tim10
FBgn0260223	CG42497
FBgn0050290	Ppcdc
FBgn0260222	CG42496
FBgn0266346	CngB
FBgn0010228	HmgZ
FBgn0004362	HmgD
FBgn0265962	lncRNA:CR44749
FBgn0050403	CG30403
FBgn0050404	Tango11
FBgn0050398	CG30398
FBgn0034657	LBR
FBgn0265963	lncRNA:CR44750
FBgn0034658	Grx1t
FBgn0264715	lncRNA:CR43983
FBgn0264714	CG43982
FBgn0264716	lncRNA:CR43984
FBgn0050395	CG30395
FBgn0034659	CG4021
FBgn0034660	Loxl2
FBgn0085233	CG34204
FBgn0042098	CG18735
FBgn0034661	tpr
FBgn0046297	lncRNA:CR9284
FBgn0034662	CG13492
FBgn0054040	CG34040
FBgn0034663	CG4363
FBgn0034664	CG4377
FBgn0034665	CG4372
FBgn0050407	tRNA:Gly-TCC-2-1
FBgn0050406	tRNA:Gly-TCC-2-2
FBgn0034666	CG9294
FBgn0034667	comr
FBgn0085397	Fili
FBgn0025573	PpN58A
FBgn0263999	CG43742
FBgn0034670	CG13488
FBgn0263324	CG43405
FBgn0034671	CG13494
FBgn0085398	ppk9
FBgn0054029	CG34029
FBgn0034674	CG9304
FBgn0041237	Gr58c
FBgn0041238	Gr58b
FBgn0041239	Gr58a
FBgn0050401	dany
FBgn0085399	CG34370
FBgn0034681	CG9308
FBgn0005778	PpD5
FBgn0034683	CG13500
FBgn0034684	CG13501
FBgn0265192	Snp
FBgn0265184	CG44249
FBgn0034687	CG11475
FBgn0034688	CG11474
FBgn0034689	CG2921
FBgn0067102	GlcT
FBgn0034691	Synj
FBgn0034692	CG13502
FBgn0263250	CG43393
FBgn0265046	CG44163
FBgn0034693	CG11073
FBgn0034694	Plekhm1
FBgn0243516	Vrp1
FBgn0050280	CG30280
FBgn0050281	CG30281
FBgn0002715	mei-S332
FBgn0034697	GM130
FBgn0029147	NtR
FBgn0085234	CG34205
FBgn0000008	a
FBgn0034700	CG11269
FBgn0029084	gom
FBgn0085235	CG34206
FBgn0034703	CG3045
FBgn0034704	CG6758
FBgn0266644	asRNA:CR45151
FBgn0034705	CG11170
FBgn0034706	CG11275
FBgn0034707	MED16
FBgn0034708	Vps35
FBgn0034709	Swim
FBgn0086027	snoRNA:Or-CD1
FBgn0266925	asRNA:CR45376
FBgn0034710	Alp7
FBgn0283480	Alp2
FBgn0034712	Alp8
FBgn0034713	CG11291
FBgn0025186	ari-2
FBgn0050278	CG30278
FBgn0050277	Oatp58Da
FBgn0034715	Oatp58Db
FBgn0034716	Oatp58Dc
FBgn0265976	lncRNA:CR44755
FBgn0020307	dve
FBgn0263341	lncRNA:CR43422
FBgn0034717	CG5819
FBgn0034718	wdp
FBgn0265979	lncRNA:CR44758
FBgn0013272	Gp150
FBgn0265977	lncRNA:CR44756
FBgn0085236	CG34207
FBgn0017482	T3dh
FBgn0016053	pgc
FBgn0085237	CG34208
FBgn0034720	Liprin-gamma
FBgn0034721	CG11298
FBgn0265980	lncRNA:CR44759
FBgn0034722	Rtf1
FBgn0266866	lncRNA:CR45327
FBgn0025878	wrapper
FBgn0034723	CG13506
FBgn0265978	lncRNA:CR44757
FBgn0034724	babos
FBgn0265981	lncRNA:CR44760
FBgn0034725	CG6044
FBgn0053200	VepD
FBgn0022984	qkr58E-3
FBgn0034726	Mes4
FBgn0022986	qkr58E-1
FBgn0022985	qkr58E-2
FBgn0266645	asRNA:CR45152
FBgn0034727	mRpS29
FBgn0034728	rad50
FBgn0034729	CG10344
FBgn0034730	ppk12
FBgn0034731	CG10384
FBgn0266432	CG45062
FBgn0266433	CG45063
FBgn0034733	CG4752
FBgn0034734	CG4554
FBgn0034735	CG4610
FBgn0003175	px
FBgn0034736	gas
FBgn0034737	CG11362
FBgn0260866	dnr1
FBgn0034739	CG3927
FBgn0266867	lncRNA:CR45328
FBgn0034741	CG4269
FBgn0034742	CG4294
FBgn0034743	RpS16
FBgn0086028	snoRNA:Me28S-G2173
FBgn0083005	snoRNA:Psi28S-1175a
FBgn0083004	snoRNA:Psi28S-1175b
FBgn0083003	snoRNA:Psi28S-1175c
FBgn0082925	snoRNA:Or-aca1
FBgn0034744	Vps20
FBgn0034745	CG4329
FBgn0053143	CG33143
FBgn0034748	CG17807
FBgn0019949	Cdk9
FBgn0026261	bonsai
FBgn0034750	CG3732
FBgn0261596	RpS24
FBgn0040091	Ugt317A1
FBgn0034753	CG2852
FBgn0050195	CG30195
FBgn0085475	CG34446
FBgn0085474	CG34445
FBgn0034755	CG3746
FBgn0034740	nsr
FBgn0034756	Cyp6d2
FBgn0050196	CG30196
FBgn0263030	CG43325
FBgn0263031	CG43326
FBgn0266806	asRNA:CR45268
FBgn0034759	CG13511
FBgn0034758	CG13510
FBgn0260767	CG42565
FBgn0260768	CG42566
FBgn0034761	CG4250
FBgn0262141	CG42867
FBgn0266807	lncRNA:CR45269
FBgn0262142	lncRNA:CR42868
FBgn0050273	CG30273
FBgn0050269	CG30269
FBgn0040658	CG13516
FBgn0034763	RYBP
FBgn0265982	lncRNA:CR44761
FBgn0020257	Ppa
FBgn0265983	lncRNA:CR44762
FBgn0265984	lncRNA:CR44763
FBgn0265985	lncRNA:CR44764
FBgn0005631	robo1
FBgn0050259	CG30259
FBgn0034766	Obp59a
FBgn0034768	Obp58b
FBgn0034769	Obp58c
FBgn0034770	Obp58d
FBgn0263992	asRNA:CR43735
FBgn0050275	CG30275
FBgn0050268	CG30268
FBgn0028371	jbug
FBgn0259145	CG42260
FBgn0034774	CG13526
FBgn0050267	asRNA:CR30267
FBgn0034776	CG13527
FBgn0061435	CG30270
FBgn0011211	blw
FBgn0000405	CycB
FBgn0086408	stl
FBgn0050271	CG30271
FBgn0259179	CG42284
FBgn0050274	CG30274
FBgn0050272	MFS1
FBgn0050265	CG30265
FBgn0034782	CG12490
FBgn0034783	CG9825
FBgn0034784	CG9826
FBgn0034785	CG3649
FBgn0034786	CG13531
FBgn0010078	RpL23
FBgn0001263	inaD
FBgn0004896	fd59A
FBgn0034788	CG13532
FBgn0267025	asRNA:CR45469
FBgn0034789	PIP5K59B
FBgn0034791	EMC8-9
FBgn0034792	YME1L
FBgn0034793	asrij
FBgn0267823	Gmer
FBgn0034795	MED23
FBgn0034796	CG3700
FBgn0034797	nahoda
FBgn0050187	CG30187
FBgn0010660	Nup214
FBgn0261564	ReepA
FBgn0034800	CG3788
FBgn0034802	CNBP
FBgn0034803	CG9849
FBgn0034804	CG3831
FBgn0261584	CG42694
FBgn0283547	mir-9376
FBgn0052835	lncRNA:CR32835
FBgn0266007	lncRNA:CR44780
FBgn0052834	CG32834
FBgn0052833	CG32833
FBgn0263551	mir-4939
FBgn0261706	asRNA:CR42742
FBgn0003900	twi
FBgn0034807	CG9897
FBgn0034808	CG9896
FBgn0261705	CG42741
FBgn0265187	Fatp2
FBgn0265188	CG44253
FBgn0010622	DCTN3-p24
FBgn0034814	CG9890
FBgn0261363	PPO3
FBgn0021979	l(2)k09913
FBgn0050201	tRNA:Ser-TGA-1-1
FBgn0050202	tRNA:Ser-TGA-2-1
FBgn0003062	Fib
FBgn0065073	snoRNA:229
FBgn0034816	CG3085
FBgn0034817	Art7
FBgn0263707	CG43659
FBgn0045483	Gr59a
FBgn0045482	Gr59b
FBgn0034819	CG9877
FBgn0034820	CG13538
FBgn0034821	CG9876
FBgn0034822	RpL37b
FBgn0261614	CG42703
FBgn0041235	Gr59c
FBgn0041236	Gr59d
FBgn0266008	lncRNA:CR44781
FBgn0266009	lncRNA:CR44782
FBgn0034824	Klp59C
FBgn0265648	lncRNA:CR44455
FBgn0265649	lncRNA:CR44456
FBgn0034825	Gpdh2
FBgn0050192	CG30192
FBgn0034826	CG13544
FBgn0034827	Klp59D
FBgn0262843	CG43207
FBgn0034829	CG9899
FBgn0034828	CG13545
FBgn0085400	side-V
FBgn0034833	CG13539
FBgn0034834	LS2
FBgn0034835	CG3092
FBgn0040063	yip3
FBgn0034837	RpL22-like
FBgn0034838	CG12782
FBgn0034839	CG13540
FBgn0003009	ord
FBgn0034840	CG3124
FBgn0034841	CG13541
FBgn0266010	lncRNA:CR44783
FBgn0034842	Prosbeta5R1
FBgn0263084	HP1Lcsd
FBgn0050412	CG30412
FBgn0050416	CG30416
FBgn0034844	CG9861
FBgn0050417	tbrd-3
FBgn0050413	CG30413
FBgn0046253	CG3502
FBgn0034846	CG9863
FBgn0085239	CG34210
FBgn0050409	CR30409
FBgn0050410	Rpi
FBgn0034849	CG3500
FBgn0034850	CG9875
FBgn0265053	asRNA:CR44168
FBgn0085452	CG34423
FBgn0085453	Mthfs
FBgn0003977	vir
FBgn0034853	Ice1
FBgn0034854	Golgin245
FBgn0040660	CG13551
FBgn0041712	yellow-d
FBgn0034856	yellow-d2
FBgn0266011	lncRNA:CR44784
FBgn0050414	CG30414
FBgn0250838	roh
FBgn0034858	eIF2Bdelta
FBgn0028497	CG3530
FBgn0034859	CG3520
FBgn0034860	CG9812
FBgn0050411	CG30411
FBgn0034861	CG9815
FBgn0026384	Or59a
FBgn0264339	CG43795
FBgn0034863	SkpF
FBgn0034865	Or59b
FBgn0034866	Or59c
FBgn0034867	CG13557
FBgn0264336	lncRNA:CR43792
FBgn0264337	lncRNA:CR43793
FBgn0034869	CG13558
FBgn0034870	CG13559
FBgn0264338	lncRNA:CR43794
FBgn0034871	CG3906
FBgn0015372	RabX1
FBgn0261786	mi
FBgn0000241	bw
FBgn0050181	ppk3
FBgn0041233	Gr59e
FBgn0041234	Gr59f
FBgn0050185	AIMP3
FBgn0034876	wmd
FBgn0034877	levy
FBgn0034878	pita
FBgn0010501	Dcp-1
FBgn0034879	Rrp4
FBgn0034880	ItgaPS5
FBgn0015277	Pi3K59F
FBgn0050184	CG30184
FBgn0015903	apt
FBgn0260762	CG42560
FBgn0260761	CG42559
FBgn0067903	IM18
FBgn0260455	CG10332
FBgn0262845	CG43209
FBgn0034882	Eglp1
FBgn0034883	Eglp2
FBgn0034884	Eglp3
FBgn0034885	Eglp4
FBgn0004795	retn
FBgn0266646	lncRNA:CR45153
FBgn0266377	Pde8
FBgn0034887	St1
FBgn0265052	St3
FBgn0011296	l(2)efl
FBgn0262728	Pal2
FBgn0050183	CG30183
FBgn0016762	angel
FBgn0034893	mRpL43
FBgn0034894	sigmar
FBgn0013548	l(2)dtl
FBgn0011297	Alg3
FBgn0002174	CG5504
FBgn0266865	asRNA:CR45326
FBgn0034897	Sesn
FBgn0286932	CG46429
FBgn0034898	CG18128
FBgn0266864	lncRNA:CR45325
FBgn0263543	mir-4979
FBgn0000562	egl
FBgn0034899	CG13560
FBgn0083941	CG34105
FBgn0034900	CG12491
FBgn0034901	CG11300
FBgn0034902	CG5532
FBgn0034903	sona
FBgn0034904	CG15800
FBgn0050177	CG30177
FBgn0034906	CG13561
FBgn0034907	CG5539
FBgn0010278	Ssrp
FBgn0034908	CG5543
FBgn0028411	Nxt1
FBgn0266042	asRNA:CR44807
FBgn0034909	CG4797
FBgn0034911	GlyT
FBgn0034910	CG4763
FBgn0086659	snoRNA:Psi18S-176
FBgn0266040	lncRNA:CR44805
FBgn0286876	CG46398
FBgn0003401	shu
FBgn0034913	Snap29
FBgn0034914	CG5554
FBgn0021895	ytr
FBgn0034915	eIF6
FBgn0267590	asRNA:CR45928
FBgn0024234	gbb
FBgn0004581	bgcn
FBgn0034918	Pym
FBgn0025790	TBPH
FBgn0025335	Cpes
FBgn0034919	CG5569
FBgn0025352	Mtpbeta
FBgn0011236	ken
FBgn0020372	TM4SF
FBgn0025336	CG4882
FBgn0025334	PHDP
FBgn0034920	CG5597
FBgn0034921	DCP1
FBgn0262619	DNAlig1
FBgn0034923	Upf3
FBgn0034924	CG17658
FBgn0034925	CG5339
FBgn0263667	Lpt
FBgn0034928	CG13562
FBgn0015268	Nap1
FBgn0267588	asRNA:CR45926
FBgn0261794	kcc
FBgn0266041	asRNA:CR44806
FBgn0263006	SERCA
FBgn0034931	CG2812
FBgn0034933	CG3735
FBgn0023477	Taldo
FBgn0001123	Galphas
FBgn0034935	Orcokinin
FBgn0034936	Stoml2
FBgn0034937	fzr2
FBgn0034938	CG3803
FBgn0034939	thoc5
FBgn0034940	CG16787
FBgn0029105	alpha-Catr
FBgn0034942	CG13566
FBgn0034943	Fmo-1
FBgn0020764	Alas
FBgn0085242	CG34213
FBgn0003008	or
FBgn0034945	CG10904
FBgn0034946	CG3065
FBgn0002791	mr
FBgn0034948	PPP1R15
FBgn0005612	Sox14
FBgn0283509	Phm
FBgn0050178	CG30178
FBgn0034950	Pask
FBgn0034951	CG3860
FBgn0262435	mir-1009
FBgn0053519	Unc-89
FBgn0034956	CG4324
FBgn0034957	CG3121
FBgn0034958	CG3907
FBgn0034959	Xxylt
FBgn0266889	asRNA:CR45350
FBgn0283494	Adk2
FBgn0011695	EbpIII
FBgn0061198	HSPC300
FBgn0034961	CG3163
FBgn0050172	CG30172
FBgn0013764	Chi
FBgn0034962	MAN1
FBgn0034963	Not11
FBgn0034964	IntS1
FBgn0011726	tsr
FBgn0028552	gammaSnap1
FBgn0003353	sei
FBgn0034965	ppk29
FBgn0034966	CG13563
FBgn0285952	eEF5
FBgn0266049	lncRNA:CR44814
FBgn0034968	RpL12
FBgn0023170	RpL39
FBgn0283666	Rap2l
FBgn0034970	yki
FBgn0034971	Gpat4
FBgn0259209	Mlp60A
FBgn0034972	CG10339
FBgn0034973	CG13564
FBgn0034974	CG16786
FBgn0086129	snama
FBgn0023081	gek
FBgn0034975	enok
FBgn0034976	CG4049
FBgn0041706	CG3253
FBgn0034978	CG3257
FBgn0264299	CG43777
FBgn0264297	CG43775
FBgn0264298	CG43776
FBgn0041582	tamo
FBgn0021875	Zfrp8
FBgn0034982	Naa35
FBgn0266073	lncRNA:CR44826
FBgn0019643	AANAT1
FBgn0260770	CG42568
FBgn0260775	DnaJ-60
FBgn0015544	spag
FBgn0034985	CG3328
FBgn0034986	mRpS17
FBgn0259937	Nop60B
FBgn0026169	snoRNA:Psi18S-1820
FBgn0082935	snoRNA:Me28S-G1083a
FBgn0082934	snoRNA:Me28S-G1083b
FBgn0082933	snoRNA:Me28S-G1083c
FBgn0082932	snoRNA:Me28S-G1083d
FBgn0261973	snoRNA:Or-CD9a
FBgn0261974	snoRNA:Or-CD9b
FBgn0266083	ocm
FBgn0034988	cN-IIIB
FBgn0034989	CG3356
FBgn0034990	CG11406
FBgn0050419	CG30419
FBgn0266074	lncRNA:CR44827
FBgn0050418	nord
FBgn0034994	Ir60a
FBgn0086029	snoRNA:Me18S-A1597
FBgn0034996	CG13575
FBgn0034997	CG3376
FBgn0034998	CG13577
FBgn0005636	nvy
FBgn0034999	Fatp3
FBgn0263546	mir-4985
FBgn0003888	betaTub60D
FBgn0266045	lncRNA:CR44810
FBgn0005638	slbo
FBgn0265309	lncRNA:CR44282
FBgn0004101	bs
FBgn0266047	CG44812
FBgn0266046	lncRNA:CR44811
FBgn0053537	tRNA:Asn-GTT-1-9
FBgn0035000	CG13578
FBgn0000037	mAChR-A
FBgn0266048	lncRNA:CR44813
FBgn0035001	Slik
FBgn0002787	Rpn8
FBgn0010414	SerT
FBgn0266439	CG45069
FBgn0266438	PIG-Z
FBgn0259210	prom
FBgn0259729	CG42383
FBgn0035003	CG15873
FBgn0035004	Pgam5-2
FBgn0035005	CG3483
FBgn0035006	CG4563
FBgn0035010	CG13579
FBgn0035007	CG3492
FBgn0035008	CG3494
